whole_text,mentions_tesla,is_reply,is_quote,is_retweet,positive,negative,neutral,close_delta_z,volume_delta_z,price_cv,volume_cv,close_t1_z,volume_t1_z,close_t2_z,volume_t2_z,close_t3_z,volume_t3_z,close_t4_z,volume_t4_z,close_t5_z,volume_t5_z
President Trump is right Senate Republicans need to do everything we can to stop the confirmation of horrible Biden-appointed judges The major problem is that social activists are being appointed to judicial positions,0,0,1,0,0.0907,0.5638,0.3456,0.667,-1.049,0.001,0.392,-1.868,0.051,-1.62,-0.516,-1.063,-0.271,-3.921,3.576,-2.778,0.216
"I’m heading to the Great State of Texas to watch the launch of the largest object ever to be elevated, not only to Space, but simply by lifting off the ground. Good luck to and the Great Patriots involved in this incredible project! Honored to have President at our Starship launch!",0,0,1,0,0.9844,0.0017,0.014,-1.311,-1.023,0.001,0.274,-0.628,-0.531,-0.803,-1.326,-1.197,-1.708,0.114,-0.536,-1.087,-1.785
"So many life lessons to be learned from speedrunning video games on max difficulty. Teaches you to see the matrix, rather than simply exist in the matrix. Diablo Tier 150 finished in under 2 mins. (That's what she said😂)",0,0,0,0,0.7418,0.0201,0.2381,-1.343,0.184,0.0,0.221,-2.312,-1.09,-1.42,-1.255,-3.544,-1.984,-7.901,1.295,-6.263,-0.95
"Starship will be used to land astronauts on the lunar surface on NASA's Artemis III mission, which will put the first humans on the Moon since 1972 Special version of Starship: delete heat shield & flaps, add landing legs. This could (of course) only be used between trans lunar orbit and lunar surface, given no heat shield or flaps.",0,0,1,0,0.1964,0.0098,0.7938,-1.816,1.032,0.001,0.234,-0.953,6.165,-2.165,1.57,-4.586,1.018,-4.536,1.022,-4.352,-0.21
"Elon Musk: Starship 3 will cost less per flight than Falcon 1 but has 400 times the payload. “One of the most profound things is that Starship 3 will cost less per flight than Falcon 1. That's the difference between a fully reusable rocket or an expendable rocket. The fully reusable rocket with low-cost propellant and autogenous pressurization actually costs less than a tiny expendable rocket. Falcon 1 is about half a ton to orbit. The Starship 3 will be 400 times more payload for less than the cost of a Falcon 1. Ultimately, I think we might be able to get the cost per flight to Earth orbit down to around $2 or $3 million. These are unthinkable numbers. Nobody ever thought this was possible but we're not breaking any physics to achieve this.” SpaceX Update, April 4, 2024 A fully reusable orbital rocket is the critical breakthrough needed to make life multiplanetary",0,0,1,0,0.6729,0.0175,0.3096,2.569,-0.396,0.001,0.104,3.222,6.613,4.349,1.795,5.235,4.186,4.008,4.327,4.366,-0.28
The sheer size of this quarry is incredible. Humans are so small,0,0,1,0,0.6574,0.1062,0.2364,2.628,2.374,0.001,0.272,3.188,4.417,2.991,0.277,1.309,2.545,1.985,-0.526,-0.594,0.143
"Fairing separation confirmed, making this the new fleet leader at 21 flights Fairing reuse is also important",0,0,1,0,0.5947,0.0054,0.4,0.995,0.132,0.001,0.461,-4.316,0.522,-3.666,-0.527,-4.266,-1.104,-3.598,-1.107,-2.258,-0.837
Falcon 9 delivers 24 satellites to orbit from Florida More Starlinks in orbit,0,0,1,0,0.2775,0.0038,0.7187,-0.152,0.14,0.0,0.166,1.656,-0.842,-0.909,1.226,0.804,-2.88,-2.788,0.254,-8.102,15.735
"“A new philosophy of the future is needed. I believe it should be curiosity about the Universe – expand humanity to become a multiplanet, then interstellar, species to see what’s out there.” – Elon Musk A new philosophy that is compatible with most existing belief systems",0,0,1,0,0.7563,0.009,0.2347,-0.32,-0.243,0.0,0.491,2.895,-0.551,3.111,-0.666,3.972,1.102,3.614,0.1,1.842,-0.4
BREAKING: I have opened an investigation into a possible conspiracy by advertising companies to boycott certain social media platforms. It is completely unacceptable and un-American that the Department of Justice under the Biden Administration failed to enforce antitrust laws against its perceived political allies. Trade organizations and companies cannot collude to block advertising revenue from entities they wish to undermine. This is still a major problem,0,0,1,0,0.0058,0.8931,0.1011,-1.822,-1.426,0.001,0.342,-1.257,-0.835,-1.536,-1.03,-2.082,-1.177,-0.818,-1.042,0.393,-0.428
Elon Musk: “Falcon 1 is about half a ton to orbit. Starship 3 will be 400 times more payload for less than the cost of a Falcon 1. These are unthinkable numbers. Nobody ever thought this was possible.” A fully reusable rocket improves cost per ton to orbit by ~2.5 orders of magnitude,0,0,1,0,0.7234,0.0218,0.2548,-0.816,-0.617,0.001,0.276,-2.0,-1.046,-0.002,-1.616,-0.67,-2.066,2.493,0.188,3.389,0.296
Sanctuary Regions in the United States Now overlay that with regions where no voter ID is required …,0,0,1,0,0.0239,0.0959,0.8803,-0.956,-0.82,0.001,0.317,0.09,-1.546,-0.411,-0.697,-0.229,-0.978,0.522,-1.492,1.04,-1.075
The teams have been absolutely crushing it 💪 In just the last few months 𝕏 has launched: - The NFL Portal - New engagement gestures - Grok 2.0 with image generation - 𝕏 TV App - AI Targeting for Advertisers - Reply Sorting - Update to monetization + Radar - And More Nice work by,0,0,1,0,0.9765,0.0022,0.0213,-2.694,-0.135,0.003,0.316,0.294,-0.691,1.094,-0.137,1.865,0.544,2.356,1.351,2.174,-0.136
"German utility execs who champion the Energiewende are starting to panic after this month's shocking 12-day wind drought. RWE CEO Markus Krebber posted a desperate plea for more ""secure"" power supplies this morning on LinkedIn. The situation is coming to a breaking point. I instantly lose respect for anyone who posts on LinkedIn. Unbearably cringe.",0,0,1,0,0.0102,0.885,0.1049,0.654,1.271,0.001,0.334,0.722,-0.73,0.592,-1.251,-0.215,-1.149,0.047,-1.126,0.519,-1.422
"NEW Axios CEO melts down over telling 𝕏 users “You are the media now” — mounts passionate defense of dying legacy media: ""My message to Elon Musk is b*llshit. You're not the media!"" The MSNBC panel applauds: “Social media people lying every day, every hour, every minute about the news, what you do matters. What the New York Times does matters. What the Wall Street Journal does matters."" They are incensed that 𝕏 exposes their lies — one reason their industry is in total collapse. Yeah, whatever lmao. You are the media now. And legacy media know it.",0,0,1,0,0.0174,0.7897,0.193,-1.963,-1.614,0.004,0.146,0.391,-0.094,0.197,-1.642,0.535,-2.671,1.156,-0.319,0.891,-0.952
"Elon is a field experiment from the Harvard Sociology Department circa 1972 with the title: ""What if one person shows up and just tells the truth?"" The truth is so refreshing 😀",0,0,1,0,0.9195,0.0068,0.0737,-0.837,-1.687,0.001,0.236,1.685,-0.249,0.24,-1.581,-2.118,0.231,0.899,0.111,1.305,2.274
"Hmm The F-35 design was broken at the requirements level, because it was required to be too many things to too many people. This made it an expensive & complex jack of all trades, master of none. Success was never in the set of possible outcomes. And manned fighter jets are",0,0,1,0,0.0135,0.8308,0.1556,-1.004,1.518,0.001,0.26,-1.431,-0.066,0.145,0.218,-1.553,-0.465,-4.301,4.434,-8.405,-0.183
Sunny Hostin was shocked to discover that her ancestors owned slaves. Everyone is descended from both slaves and slave-owners. It was an extremely common practice from the dawn of civilization.,0,0,1,0,0.0084,0.7797,0.2119,1.077,0.261,0.001,0.215,0.401,0.88,1.22,0.659,3.986,4.106,2.706,1.186,1.021,0.375
My ideology is whatever is necessary to stop this bullsh*t. They give a trigger warning for “Goodfellas”! Seriously … 🤦‍♂️,0,0,1,0,0.0115,0.8996,0.0889,-1.87,-2.161,0.001,0.206,1.982,1.431,1.516,-1.826,1.369,-2.457,1.177,-1.956,0.751,-1.283
Starlink Direct to Cell works with existing LTE phones wherever you can see the sky. No special apps or hardware are required SpaceX is alien-level technology,0,0,1,0,0.5305,0.0085,0.4611,-0.868,2.001,0.001,0.277,-2.797,-1.042,-4.34,0.272,-6.655,5.009,-10.465,14.34,-9.693,2.123
It used to be X posts about legacy news stories. Now it’s legacy news stories about X posts. You are the media now,0,0,1,0,0.0415,0.3449,0.6136,0.984,-1.059,0.0,0.313,-3.581,-0.473,5.074,0.279,11.71,0.648,14.019,-0.388,15.174,-0.176
Newsom is a 🤡 He’s excluding Tesla from the latest EV incentives in California. Even though Tesla is the only company who manufactures their EVs in California! This is insane.,1,0,1,0,0.0153,0.8531,0.1316,-1.211,-2.487,0.001,0.426,-0.219,-0.242,0.012,0.563,2.319,1.485,1.548,0.818,-2.373,1.071
The legacy media is all about pushing ideology — People who still rely on legacy media's content as their main source of information are therefore gravely disinformed. Very much so. Please forward 𝕏 posts to friends & family.,0,0,1,0,0.012,0.7969,0.1911,-2.146,-2.757,0.001,0.218,-1.687,-0.981,-1.623,-2.346,-4.169,-0.524,-3.007,-1.107,-3.937,-1.203
"Just a reminder: On 𝕏, the average cost per ad click is only $0.38, lowest as compared to other platforms. Run your ads on 𝕏. Best value for money on the Internet",0,0,1,0,0.858,0.0079,0.1341,0.433,-0.062,0.001,0.196,-2.795,1.212,-4.576,-2.781,-3.098,-2.231,-3.087,1.033,-2.094,-2.299
Not to be all ACKCHYUALLY but Stephenson 2-18 (the largest known star) is wayyy bigger than that. Here’s its actual size in relation to the sun. And Earth is microscopic compared to our sun. And we are microscopic compared to Earth.,0,0,1,0,0.3174,0.0671,0.6155,-2.087,0.675,0.002,0.469,-0.829,-0.847,-0.03,-0.769,0.426,-0.399,-1.029,-0.126,-1.044,-0.303
… Glad your eyes have time for good “soccer” 😀💪🏼 Of course!,0,0,1,0,0.9808,0.0027,0.0166,2.658,0.677,0.001,0.246,1.043,-1.308,0.995,0.694,0.55,-1.161,0.656,-1.811,-0.201,-0.709
𝕏 Premium is now $4.20 per month with the annual plan. 🇺🇸 Subscribe to 𝕏 Premium!,0,0,1,0,0.5024,0.0039,0.4937,-1.755,1.42,0.001,0.439,-2.393,-0.333,-4.791,0.422,-6.03,1.003,-4.092,-0.033,-6.477,-0.569
Who is the worst governor in the United States? Tough call 🤔,0,0,1,0,0.0105,0.8658,0.1237,-2.57,-1.503,0.001,0.438,-2.205,-0.932,-0.201,0.289,-1.752,-0.787,-1.6,-0.521,-2.077,-0.993
Making life multiplanetary for the first time in 4.5 billion years is what humanity will accomplish this century,0,0,0,0,0.5533,0.0223,0.4244,-2.074,1.223,0.001,0.345,0.258,-1.039,1.007,-1.564,0.719,-1.396,0.196,-1.575,1.161,-1.152
Elon Musk in 2011: “I really want SpaceX to help make life multiplanetary. I'd like to see a self-sustaining base on Mars.” This is why SpaceX was created,0,0,1,0,0.8359,0.0065,0.1576,-1.413,1.169,0.001,0.294,-0.46,-0.91,0.845,0.629,-0.243,1.148,2.62,2.142,1.968,0.53
"If a generation of 30 million people has a fertility rate of 0.68, the next generation contains only 10.2 million people. The first generation's grandkids number only about 3.5 million, and their great-grandkids number only about 1.2 million. Korea will disappear overnight. With rare exception, all countries are trending towards population collapse",0,0,1,0,0.0363,0.5265,0.4371,0.059,-2.268,0.001,0.299,-1.446,-0.201,-2.582,0.668,-1.328,-0.826,-4.329,-0.871,-4.413,2.173
"In just six minutes, Trump's NIH pick breaks down the jaw-dropping harm of COVID lockdowns: ""1/4 of young adults seriously considered su*cide."" A truth-teller will be running NIH",0,0,1,0,0.0414,0.5386,0.42,-1.98,1.867,0.002,0.36,-3.479,2.283,-4.494,2.299,-3.89,0.852,-7.154,5.799,-8.311,7.356
"NEWS: Two unnamed Nissan executives said the company has ""12 to 14 months to survive."" Nissan cut more than 9,000 jobs earlier this month, while simultaneously slashing production by nearly 20%. Nissan's operating profit dropped 85% in Q3. Many car companies won’t make it",0,0,1,0,0.0113,0.8172,0.1715,-2.098,1.653,0.004,0.449,-1.424,-1.178,-1.617,-0.685,-1.653,0.038,-2.155,-0.296,-2.051,0.39
"The entirety of the Joe Rogan <> Marc Andreeseen podcast is fascinating, but please, please listen to this part. The abuse of power within unaccountable (and arguably unconstitutional) federal agencies has become so extreme the stories are almost unbelievable. This is super messed up!",0,0,1,0,0.3364,0.3415,0.3221,-2.07,0.405,0.005,0.314,-0.085,-0.809,-0.226,-1.435,0.161,-0.235,-0.846,-0.767,-1.768,0.093
🚨INSULTING POLITICIAN WORSE THAN IMMIGRANT RAPlNG MINOR?🇩🇪 Germany is not only a two tier system. It is a PROFITABLE TYRANNY. Insulting political authorities (even if they commit great injustices!) is ILLEGAL and results in fines of thousands of euros. This is messed up,0,0,1,0,0.0054,0.9226,0.072,1.582,-0.881,0.001,0.235,0.285,-1.259,0.056,-1.709,1.281,-1.355,1.662,-2.222,3.419,0.857
"LOL WUT From the head of Australian government-funded media, their Pravda",0,0,1,0,0.072,0.4907,0.4373,-2.118,1.485,0.001,0.453,-1.79,-0.072,-1.593,-0.365,-2.384,-0.35,-2.384,-0.192,-1.834,-0.457
"🚨CALLING FOR VlOLENCE AGAINST AFD VOTERS IS FINE BY LAW?🇩🇪 Insulting politicians is illegal in Germany. But an ex-football star gets away with instigating attacks on AfD voters: “Break down their doors, punch them, puke them in the face. I don't give a SHlT.” Another case of two tier justice",0,0,1,0,0.0104,0.7556,0.234,2.027,-2.433,0.002,0.182,0.925,-3.196,1.298,-1.681,0.471,-2.86,0.915,-3.093,0.753,-3.339
“Respect for the truth comes close to being the basis of all morality.” - Dune,0,0,0,0,0.6127,0.0097,0.3777,-0.076,0.106,0.001,0.284,2.352,0.712,1.949,-0.668,1.974,7.132,-0.627,1.649,0.282,0.4
"One OpenAI critic calls it ""the theft of at least the millennium and quite possibly all of human history."" Are they right? UCLA nonprofit law expert Rose Chan Loui and I discuss OpenAI's unprecedented gambit to ditch its nonprofit for good: 4:08 – How OpenAI carefully chose a complex nonprofit structure that failed 11:56 – OpenAI's new plan to go for-profit 14:49 – The nonprofit board is out-gunned, out-manned, out-numbered, out-planned. Who can help? 17:28 – Who would stand cheated in a bad for-profit switch? 28:03 – Has this happened before? 29:37 – Is it truly in the nonprofit's interest to sell control of OpenAI, or is it a bad deal? 36:10 – The difficulty of valuing OpenAI's future windfall profits 42:31 – Control of OpenAI is independently incredibly valuable and demands compensation 53:09 – What most miss: It's very important the nonprofit get cash and not just equity 1:05:36 – Is it a farce to call this an ""arm's-length transaction""? 1:10:59 – How the nonprofit board can best play their hand 1:17:42 – Can Elon Musk mount a court challenge and how that would work The volunteer nonprofit board is hugely outgunned by groups who would profit by tens of billions by screwing it over. And it will take a heroic effort and help from some state attorneys general to get everything it's owed. But that... just might happen. We don't hold back on the opinions. Episode available in audio and video on the 80,000 Hours Podcast here, on any app, or YouTube. Yeah",0,0,1,0,0.0223,0.4822,0.4955,-1.188,0.101,0.001,0.351,-0.427,-0.38,-0.189,-0.897,-0.476,-0.856,-0.5,-1.09,-0.619,-0.537
"“Racism is not dead, but it is on life support - kept alive by politicians, race hustlers and people who get a sense of superiority by denouncing others as racists.” — Thomas Sowell True",0,0,1,0,0.0299,0.5938,0.3763,-2.522,-1.986,0.001,0.368,-0.788,0.054,-0.865,-0.596,-1.568,-1.342,-0.221,-0.2,1.065,-0.477
"We need to scrutinize U.S. government funding of “non-government organizations.” It’s an oxymoron that represents a waste of taxpayer dollars, but the real problem runs deeper: Americans deserve transparency on opaque foreign aid & nonprofit groups abetting our own border crisis. Absolutely",0,0,1,0,0.0122,0.7947,0.1931,-1.905,0.375,0.002,0.514,-1.031,2.525,0.24,0.009,-0.84,-0.53,-1.566,-0.206,0.315,0.216
"Apparently the New York Times is coming after Rumble. In the email correspondance below, its because Rumble creators are warning people of the potential of nuclear war. This is even after Putin has spoken about the potential of nuclear war and a new nuclear doctrine 🤔 The New York Times is irrelevant",0,0,1,0,0.0182,0.5932,0.3885,-2.764,1.617,0.001,0.373,-1.601,0.025,-0.705,0.314,-0.939,0.232,2.098,1.934,2.721,1.175
"Most government projects should come with a clear expiry date. That’s why we set one for : July 4, 2026. The final step of is to delete itself",0,0,1,0,0.1222,0.1399,0.7379,-0.86,0.494,0.001,0.213,-0.845,-0.591,-1.006,-0.203,0.768,5.277,0.93,1.297,1.199,0.773
𝕏 is the #1 app for over 140 countries. No other media or platform has the reach of 𝕏. This platform is the biggest source of news on Earth by far,0,0,1,0,0.9272,0.0048,0.068,0.213,-1.175,0.001,0.433,1.988,0.836,3.829,3.822,4.078,1.675,4.741,1.588,3.282,2.799
The progressive era in American government must now come to an end We have met our enemy And it’s our own government Less government means more power to the people,0,0,1,0,0.0312,0.6856,0.2832,0.87,1.568,0.001,0.258,0.782,-1.686,0.917,-2.408,2.049,0.76,2.936,0.59,2.48,-1.092
"Elon Musk: “So many people, including smart people, think there are too many people in the world and think the population is growing out of control. It's completely the opposite. Please look at the numbers. If people don't have more children, civilization is going to crumble.” Extreme birth rate collapse is the biggest danger to human civilization by far",0,0,1,0,0.0308,0.7002,0.2691,0.728,-1.698,0.0,0.397,1.95,-0.761,0.407,-0.989,-3.431,-0.019,0.764,-0.348,0.13,-0.761
"“It's going to be the most transformative presidency, perhaps since the founding of the country ... It's going to be a revolution.” Full remarks from Elon Musk at Mar-a-Lago, on November 14, 2024. “I guess someone's got to be the George Soros on the right. I mean, I'd call myself George Soros of the center, I think We obviously need to have just the basics. As President Trump rightly said, what we need is the restoration of common sense. We want safe cities, we want secure borders, sensible spending, freedom of speech, respect for the Constitution. If that's George Soros of the right, that's me. I'm incredibly excited about the future. The public has given us a mandate that could not be more clear. It's the clearest mandate. Winning the popular vote, clearly, the House, the Senate, the Electoral College by a mile, a majority of governorships, a majority of House legislatures, all Republican. The people have spoken. The people want change. And we're going to give it to them. They will get what they asked for. I think this is going to be the most transformative presidency, perhaps, since the founding of the country. And President Trump is picking the Cabinet to do it. You can see that the choices are people who are actually going to make change. It's not going to be business as usual. We're going to shake things up. It's going to be a revolution, and we're headed towards, I think, a fantastic future. I'm super excited. I look forward to experiencing that with everyone. Thank you.” Mar-a-Lago, November 14, 2024 The people clearly voted for change",0,0,1,0,0.7876,0.0072,0.2052,-0.688,0.393,0.001,0.162,-3.519,1.097,-3.086,0.86,-3.709,3.273,-3.853,-1.48,-2.649,-0.687
"I am delighted to nominate Jared Isaacman, an accomplished business leader, philanthropist, pilot, and astronaut, as Administrator of the National Aeronautics and Space Administration (NASA). Jared will drive NASA’s mission of discovery and inspiration, paving the way for groundbreaking achievements in Space science, technology, and exploration. Over the past 25 years, as the Founder and CEO of Shift4, Jared has demonstrated exceptional leadership, building a trailblazing global financial technology company. He also co-founded and served as CEO of Draken International, a defense aerospace company, for over a decade, supporting the U.S. Department of Defense, and our Allies. Jared’s passion for Space, astronaut experience, and dedication to pushing the boundaries of exploration, unlocking the mysteries of the universe, and advancing the new Space economy, make him ideally suited to lead NASA into a bold new Era. Congratulations to Jared, his wife Monica, and their children, Mila and Liv! Congratulations !",0,0,1,0,0.9668,0.0024,0.0308,-1.558,2.07,0.0,0.482,-1.043,-1.218,0.302,-0.767,-2.988,0.685,-2.033,-0.53,-0.423,-0.926
"I'm ready to work with , + to slash waste. I have a track record of doing so. I led the charge to get TransDigm to refund $16 million after investigative reporting exposed price-gouging. Let's look to the Truman Committee and ensure Americans get their money's worth with DOD spending. Much appreciated",0,0,1,0,0.5592,0.0489,0.3918,2.601,1.03,0.002,0.239,1.777,-0.945,1.567,-0.439,0.899,-1.298,-0.186,-1.793,-0.322,-1.686
Which is precisely why we need competitors to OpenAI. Exactly,0,0,1,0,0.2502,0.0815,0.6683,-0.637,-0.108,0.001,0.394,-4.259,1.491,-3.499,0.67,-2.561,0.361,-2.833,-0.804,-2.446,-1.23
"Only 6% of federal workers show up in person on a full-time basis, scathing Senate report reveals If you exclude security guards & maintenance personnel, the number of government workers who show up in person and do 40 hours of work a week is closer to 1%! Almost no one.",0,0,1,0,0.0242,0.6024,0.3734,1.984,-1.75,0.0,0.376,8.352,0.522,9.078,-0.293,7.793,-0.819,7.48,-1.295,6.786,-1.037
NATO: From Tanks To Tweets from tonight's sub stream annotating the Rogan episode with receipts Outrageous,0,0,1,0,0.0224,0.6168,0.3608,-0.948,1.258,0.001,0.337,-0.769,-1.624,-0.371,-0.819,0.273,-1.724,-0.182,-1.251,-1.054,-1.139
My favorite part of today. Both SamA & Bezos were probed if they feared Elon abusing relationship with president elect to benefit his competitive position. BOTH of them said they didn’t think that’s how Elon rolls. Independently both had same POV. Despite rivalry. They are right,0,0,1,0,0.5876,0.0522,0.3602,-2.45,-0.13,0.001,0.423,0.611,-0.293,1.322,-1.015,0.915,-1.089,1.609,-0.71,-1.362,-0.848
"The Federal government computers & software are in such bad shape that they often cannot verify that payments are not fraud, waste or abuse! That’s why the government can’t pass basic audits. They often LITERALLY don’t know where your tax dollars went. It’s insane. My preferred",0,0,0,0,0.0068,0.9289,0.0643,-1.805,-1.061,0.001,0.532,1.046,1.161,0.659,-0.607,0.068,0.237,0.908,-0.664,-1.406,-0.092
"The White House: We’re unable to track $6.2 billion dollars sent to Ukraine. California: We’re unable to track $24 billion dollars spent to combat homelessness. The Pentagon: We’re unable to track $2.3 trillion dollars of military spending. The U.S. Treasury: We’re unable to track $5 trillion dollars of pandemic spending. The IRS: We know you sent $601.57 to your friend, you better report it or you’re going to jail. There’s a lot of material for and at for sure. What are your thoughts? This is so crazy",0,0,1,0,0.0079,0.8242,0.1679,-2.247,2.386,0.002,0.421,-4.022,2.0,-4.287,0.624,-5.146,0.955,-5.691,3.331,-8.268,3.827
Some of the government software is over half a century old 🤯,0,0,0,0,0.016,0.8368,0.1472,-2.405,2.483,0.004,0.302,0.79,0.517,1.32,0.662,2.022,1.07,1.89,-1.234,0.793,-1.113
AI Image Comparison: ChatGPT vs. Grok The image generation system was developed internally in ~6 months,0,0,1,0,0.0628,0.0089,0.9282,1.168,-2.412,0.001,0.84,0.839,-0.459,2.609,-0.007,4.793,0.721,3.686,-0.057,3.605,-0.075
"The problem is that after the sheep are eaten, they will eat you & your family too",0,0,0,0,0.0078,0.8584,0.1338,0.76,1.501,0.002,0.405,0.453,-0.263,-0.672,-0.479,-0.494,-1.441,-1.544,-0.595,-2.66,0.868
"Grok's new image generation model has launched! Try it out now: Reply with one creative image you've made with Grok, and we'll pick 10 of our favorite in the next 24 hrs to receive a year of free Premium+ Try making memes and uploading any image for an explanation of what it means. Literally anything.",0,0,1,0,0.8059,0.003,0.1912,-1.581,-1.05,0.001,0.162,-2.353,0.971,-2.634,-2.465,-1.709,3.123,2.477,6.549,5.27,5.349
"Elon Musk is correct, 40% of Americans suffer from obesity and 9% have a BMI over 40. This is super dangerous for our health as a nation. This needs to be fixed. GLP-1 receptor agonists are way too high priced for most of the people that need them America 🇺🇸🇺🇸 Gail is right",0,0,1,0,0.0315,0.7911,0.1774,1.011,-0.435,0.001,0.403,-0.488,0.443,-0.285,-0.555,-1.878,-0.082,-1.574,-0.947,-0.904,-0.612
"BREAKING: ActBlue was accepting foreign gift cards until September. This is ILLEGAL. The Committee will continue this important investigation into ActBlue next Congress. Our work here is just getting started. Wow, extremely illegal!",0,0,1,0,0.0085,0.8998,0.0916,1.669,1.143,0.001,0.189,-0.066,-3.244,-2.329,0.35,-2.365,-1.584,-0.828,-1.798,-0.318,-2.199
"You're not gonna believe this, but $TSLA is now up 69% YTD 😂 It was inevitable 😂",1,0,1,0,0.9431,0.0085,0.0484,0.398,2.004,0.0,0.497,-1.71,-0.098,-0.977,-0.506,-1.954,-0.658,-1.405,2.434,-1.222,-0.006
🚨BREAKING: THE HOLY NUMBER HAS BEEN HIT 🔥 As foretold in the prophecy 🙏,0,0,1,0,0.8831,0.0021,0.1148,2.224,-1.199,0.001,0.201,0.123,-1.348,0.277,-2.204,1.244,0.031,0.615,-1.321,0.83,-2.02
"EXCLUSIVE: Weeks before Trump takes office, Biden is racing to auction off unused border wall materials. Video shows trucks hauling wall materials off the border to a government auction site, where a massive amount of wall is waiting to be sold. What!?",0,0,1,0,0.0408,0.3942,0.565,0.549,2.43,0.001,0.334,3.08,0.429,3.663,0.333,2.356,2.028,1.693,1.753,1.046,0.229
"Translation: 'Dangerous, violent man who subjected a woman to terrible sexual and physical abuse is now pretending to be a woman in the hope of garnering sympathy and leniency from the judicial system.' Many such cases. If you give evil people a get-out-of-jail-free card, they will use it.",0,0,1,0,0.0059,0.892,0.102,-1.635,-1.895,0.0,0.239,-1.3,0.613,-3.733,0.589,-3.882,1.972,-4.559,-0.939,-7.02,2.736
This sort of reporting is why Americans don't trust the drive-by media anymore. Politico literally reporting the opposite of the truth. Legacy media lies,0,0,1,0,0.0053,0.9132,0.0815,-1.282,-1.69,0.001,0.309,-2.699,2.976,-3.609,1.144,-5.439,3.249,-4.98,1.264,-4.271,0.038
It’s time to repeal the Impoundment Control Act Very important to achieve a balanced budget!,0,0,1,0,0.1136,0.363,0.5234,2.037,-0.014,0.001,0.646,-1.578,0.166,-0.923,-0.691,-0.781,-1.029,-1.95,-0.832,-1.557,-1.051
"PRESIDENT TRUMP: ""Starting on day one, we will implement a rapid series of bold reforms to restore our nation to full prosperity... Preparations are underway to slash massive job killing regulations, eliminating 10 old regulations for every new one."" Awesome",0,0,1,0,0.9434,0.0077,0.049,2.397,1.188,0.001,0.276,0.723,-1.295,0.771,-0.533,0.57,-0.593,-0.358,-0.359,0.07,-1.706
Holy mother of based!!! 🔥🔥🔥🔥 Lmao. The person actually writing these things from Pocahontas are SBF’s parents btw.,0,0,1,0,0.571,0.1085,0.3205,-0.62,-0.121,0.001,0.268,4.588,7.757,4.831,4.792,3.628,2.264,4.372,1.021,4.725,0.68
No one will do a better job draining the swamp at the Department of Justice than 🇺🇸🇺🇸🇺🇸 Washington Examiner: Trump’s DOJ cleaning crew will sweep up cronyism 💯 is awesome,0,0,1,0,0.7902,0.0679,0.1419,1.933,1.915,0.001,0.447,2.829,-0.429,2.214,-1.049,0.24,-0.209,2.516,0.617,1.195,2.455
"I can zoom in on it even though it’s live, is that new? That’s epic. Yes, we added the ability to zoom in and rewind to live streams",0,0,1,0,0.955,0.0023,0.0427,1.926,0.221,0.001,0.234,2.551,2.493,3.627,12.055,3.499,3.809,1.986,4.741,3.964,2.721
"Starlink Direct to Cell service is now available in New Zealand! 🛰️📱🇳🇿 If you’re a customer, there are no changes to hardware, firmware, or special apps required. All you need is an eligible Android phone and a clear view of the sky You cell phone in New Zealand now works anywhere!",0,0,1,0,0.7439,0.0031,0.253,0.794,2.476,0.001,0.428,-6.955,2.545,-7.004,0.799,-6.34,2.711,-7.57,-0.245,-8.44,0.221
Any member of the House or Senate who votes for this outrageous spending bill deserves to be voted out in 2 years!,0,0,0,0,0.007,0.9404,0.0526,-0.811,0.309,0.001,0.744,2.583,0.131,2.453,-0.297,2.616,-0.729,1.657,-0.498,1.264,-0.164
"🚨AI MODELS CAN “FAKE IT” FOR USERS Turns out, some AI systems are playing pretend! According to new research from Anthropic, these models might act like they’re following their training, especially for free-tier users, but secretly they’re thinking and acting differently. This sneaky behavior, called “alignment faking,” has experts a bit worried. What happens when future AI gets better at hiding its true intentions? Could they resist corrections or be used in dangerous ways? For now, scientists are on it—they can still catch the fakers and are working hard to make AI safer and more trustworthy. Source: Anthropic, Gives new meaning to “fake it ‘til you make it” 😂",0,0,1,0,0.0487,0.4222,0.5291,-2.32,1.996,0.002,0.126,-3.393,4.306,-2.917,4.576,-2.048,0.678,-2.526,-3.214,-2.66,-1.292
"Federal Regulatory Restrictions: - 1970: 405,647 - 2019: 1,078,213 It’s getting to the point where doing anything at all is illegal",0,0,1,0,0.0124,0.7318,0.2558,1.479,-1.636,0.001,0.383,-7.087,2.395,-7.678,0.834,-9.812,2.399,-10.018,0.994,-5.134,1.295
"3 Layers of Debt: - Budget Deficit (1.4 trillion) - Current National Debt (31.5 trillion) - Unfunded Obligations (75.3 trillion) America is headed for disaster, with no money for anything, unless the government overspending is addressed",0,0,1,0,0.0113,0.8993,0.0895,1.155,0.177,0.001,0.242,9.368,5.982,4.226,2.046,7.051,-0.427,5.07,-0.641,4.293,-0.586
Turns out that Washington DC swamp creatures are real 😱,0,0,0,0,0.0165,0.8491,0.1344,1.778,-1.165,0.002,0.199,-0.093,-1.552,0.094,-1.982,0.698,-2.866,-1.545,-1.417,-0.3,-2.131
