whole_text,mentions_tesla,is_reply,is_quote,is_retweet,positive,negative,neutral,close_delta_z,volume_delta_z,price_cv,volume_cv,close_t1_z,volume_t1_z,close_t2_z,volume_t2_z,close_t3_z,volume_t3_z,close_t4_z,volume_t4_z,close_t5_z,volume_t5_z
"My daughter has started babbling her first words, and it’s the cutest thing ever. Starting a family has been the most rewarding journey of my life—I can’t recommend it enough. Kids are awesome. Nothing will make you happier.",0,0,1,0,0.9877,0.0046,0.0077,-2.207,0.286,0.0,0.07,0.197,0.063,-0.378,-0.184,-1.135,-4.725,-2.081,-1.397,-4.353,5.737
"This is a dicey test, as the Starlink antenna is partially obscured by trees, so latency & jitters will be higher, as the terminal tries to connect with satellites further away that are not obscured",0,1,0,0,0.0191,0.5758,0.4051,2.08,-0.684,0.001,0.246,0.031,1.084,-4.717,2.98,-6.156,3.444,-5.726,1.29,-5.811,-0.678
"🚨ELON MUSK: ""Am I going to comment on the Chinese driver of my Path of Exile account? Yes. His name is Yilongma and he's amazing. I rely on him for everything."" 😂 I love my Chinese alter-ego 😂",0,0,1,0,0.9631,0.0045,0.0324,-1.435,0.319,0.001,0.508,-1.765,2.077,-1.643,-0.287,-2.688,2.198,-1.678,0.229,-2.103,-0.564
"I interviewed a Los Angeles firefighter with 20+ years of service. The truths I found are harrowing. ordered the removal of from the command post, and ordered the Cal Fire firefighters to return all donated startlinks. The firefighters ran out of water in the palisades. The fire department was not consulted on the draining of the palisades reservoir. There were insufficient hydrants in the palisades..too far apart, and the incorrect diameter for sufficient water flow. “We could have saved more homes if we had more water” Gavin Newsom is a scumbag",0,0,1,0,0.0085,0.8425,0.149,2.75,-1.399,0.001,0.233,-1.343,0.471,1.034,-0.869,0.425,-1.404,1.765,-1.087,1.826,0.099
I now have more readers than almost all mainstream media in Sweden combined. I am the media now 💪 You are the media now,0,0,1,0,0.8955,0.0036,0.1008,2.539,1.01,0.001,0.588,0.49,0.373,1.213,0.162,1.423,-0.042,0.547,0.048,0.845,-0.628
What does it take for someone to actually be imprisoned?,0,1,0,0,0.0113,0.3881,0.6006,0.939,0.593,0.001,0.225,4.085,3.696,4.707,2.258,2.0,3.695,1.608,-0.289,-0.676,1.731
"We need FULL transparency on the rape gangs, urgently - I've been pushing for that in Parliament today. Will they release the court transcripts? How many foreign rapists have been deported? Remain in prison? Walk the same streets as their victims? Reoffenders? Didn't serve a custodial sentence? A full nationality breakdown? My questions to Government so far have been met with complete refusals. I put this to the Home Secretary. I will be judging the Government on their actions, not on their words. This is a rotting stain on our country. Show us the ugly truth. The full truth is horrific",0,0,1,0,0.0238,0.6984,0.2778,-1.838,1.11,0.002,0.569,-1.241,1.312,-1.478,1.22,-2.782,3.329,-3.639,2.915,-3.287,1.159
"NEW: Trump Treasury Secretary Scott Bessent says America must implement pro-growth regulatory policies, cut wasteful federal spending, and unleash American energy production. ""Today, I believe that President Trump has a generational opportunity to unleash a new economic golden age that will create more jobs, wealth, and prosperity for all Americans."" ""We must secure supply chains that are vulnerable to strategic competitors, and we must carefully deploy sanctions as part of a whole-of-government approach to address our national security requirements, and critically, we must ensure that the US dollar remains the world's reserve currency."" ""The federal government has a significant spending problem, driving deficits that have averaged a historically high 7% of GDP during the past four years. We must work to get our fiscal house in order and adjust federal domestic discretionary spending that has grown by an astonishing 40% over the past four years."" ""Productive investment that grows the economy must be prioritized over wasteful spending that drives inflation."" ""If Congress fails to act, Americans will face the largest tax increase in history, a crushing 4 trillion tax hike. We must make the 2017 tax cuts and Jobs Act permanent and implement new pro-growth policies to reduce the tax burden on American manufacturers, service workers, and seniors."" ""The best approach to achieving these important goals together, as President Trump has said: We will unleash the American economy by implementing pro-growth regulatory policies, reducing taxes, and unleashing American energy production."" Very sensible words from Scott Bessent",0,0,1,0,0.7079,0.0157,0.2765,1.903,-0.722,0.001,0.259,0.387,-1.969,0.112,-2.171,-0.711,-0.67,0.544,-0.37,2.338,-0.243
"BERNIE SANDERS: ""Are Elon Musk, Jeff Bezos, and Mark Zuckerberg too wealthy and powerful? Do you agree with President Biden about an oligarchy?"" SCOTT BESSENT: ""Those three billionaires all made their money themselves. Mr. Musk came to the country as an immigrant. Jeff Bezos..."" SANDERS: ""Forget how they made their money... Do you believe it's an oligarchy?"" BESSENT: ""Well, I would note that President Biden gave the Presidential Medal of Freedom to two people who I think would qualify for his oligarchs."" Sick burn by Bessent 🔥🔥🤣🤣",0,0,1,0,0.0639,0.1413,0.7948,-2.59,1.793,0.001,0.32,-3.327,5.441,-4.318,5.615,-2.973,2.938,-2.184,0.607,-4.381,2.08
ITS OFFICIAL: The is trash. The New York Times is evil propaganda,0,0,1,0,0.0066,0.9452,0.0483,-0.279,0.1,0.001,0.413,-2.447,-0.283,-2.988,-0.492,-5.335,1.994,-3.286,0.781,-4.181,-0.156
"The last time a comprehensive review of the federal government was completed in 1984, the budget was $848 billion, national debt was $1.6 trillion & debt to GDP ratio was 38%. The budget is now $7 trillion, the national debt is $35.3 trillion & the debt to GDP ratio is 121.6%. Source: Major and immediate action is needed to prevent America from going bankrupt",0,0,1,0,0.0568,0.331,0.6122,2.17,-1.585,0.001,0.346,0.232,-1.311,-0.592,-0.72,-1.176,-0.987,0.198,0.325,2.623,1.514
"If it is found by a judge to be true that some in the bureau of prisons have acted illegally, they may find themselves, ironically, in the same cell of the person they assaulted",0,1,0,0,0.0112,0.6865,0.3023,-2.398,0.282,0.005,0.098,-1.982,-2.86,-1.602,-3.842,-1.847,1.697,-1.711,-3.093,-1.826,-4.535
"🔥🔥🔥No more showing up to work one day a month. If you’re going to collect a paycheck from the government, you actually have to show up to work! President Trump signs order mandating federal workers show up in-person for work. Pretending to work while taking money from taxpayers is no longer acceptable",0,0,1,0,0.1841,0.2302,0.5858,1.086,-0.683,0.001,0.318,-0.406,-1.601,5.432,0.269,6.231,-0.322,5.001,-1.354,8.321,-1.098
"The answer is not to ignore evil people, but rather to make fun of them",0,1,0,0,0.0198,0.7186,0.2616,-2.579,-2.139,0.001,0.359,1.767,-1.314,4.781,0.143,6.246,0.364,9.303,2.018,8.315,-0.243
"He just is the meme at this point, although who am I to talk 🤣🤣",0,1,0,0,0.2172,0.3119,0.4708,1.534,-1.736,0.001,0.471,4.557,0.166,4.557,-0.304,3.455,-0.5,5.962,0.194,0.797,0.987
"It can be difficult to distinguish between malice and stupidity but when the consequences are the same, the distinction may be unimportant. Stupidity in the limit is indistinguishable from malice",0,0,1,0,0.0182,0.7245,0.2574,-1.63,1.724,0.002,0.399,0.919,-0.411,1.518,-0.74,1.476,-0.524,0.947,-1.016,0.613,-0.114
On Wikipedia: - Right leaning politics is covered with more negative emotions like anger and disgust. - Left leaning politics is covered with more positive emotions like joy. The platform is captured by the Woke Left. The numbers are crystal clear,0,0,1,0,0.1129,0.2022,0.6849,-0.527,-0.766,0.0,0.345,-0.585,-0.049,0.156,-1.104,-1.652,-0.155,1.26,-0.508,-1.2,0.08
"We should expand consciousness to the stars, so that we may better understand the wonders of creation!",0,0,0,0,0.8955,0.0046,0.0999,2.272,-0.383,0.001,0.252,5.032,1.759,2.108,4.115,2.175,-0.995,0.702,1.824,3.693,-0.421
"JPMorgan CEO Jamie Dimon: Elon is our Einstein. It's rational he checks our government efficiency. “You’ve got to look at Elon, at SpaceX, Tesla, Neuralink – the guy is our Einstein. I'd like to be helpful to him and his companies as much as we can. I think it is completely rational for someone to look at our government and say it's been ineffective. We deserve good government, and I don't think anyone thinks sending another trillion dollars to Washington, D.C., will lead to good government. The government needs to be more accountable. It needs to be more efficient. It should be outcomes-based. I mean, I'd say [go] department by department. I wish them the best. It's going to be complicated. The federal government's complicated. You read about all the people in it. And so, you know, if we could be helpful to them, I'd love to be helpful to them.” Jamie Dimon on CNBC, January 22, 2025 Nice of him to say",1,0,1,0,0.6352,0.0346,0.3302,-2.236,1.986,0.001,0.419,-1.098,0.957,-2.031,-0.775,-2.664,0.053,-3.087,-0.919,-3.967,0.208
The Woke Mind Virus in Academia. The cure is being administered,0,0,1,0,0.0469,0.5799,0.3732,-2.544,2.39,0.001,0.527,-0.543,0.342,1.573,0.77,0.239,-0.347,-0.014,-0.526,-0.379,-0.996
"How many flies does it take to screw in a light bulb? Two, but how did they get in there??",0,0,0,0,0.0204,0.641,0.3386,2.31,1.93,0.003,0.373,2.113,0.066,2.461,0.605,1.066,1.466,0.828,0.187,0.913,-0.661
"President signs an Executive Order to declassify the JFK, RFK, and MLK Jr. files! Awesome 😎",0,0,1,0,0.9449,0.0024,0.0527,1.569,-1.023,0.0,0.631,1.015,-0.613,1.505,-0.155,6.063,2.22,6.703,-0.027,4.545,-0.429
"Not sure how they’re figuring this out, but it’s fairly accurate",0,1,0,0,0.141,0.2862,0.5728,-1.114,0.54,0.001,0.149,0.614,4.015,1.181,1.78,0.824,-1.088,0.551,2.119,-0.238,3.264
Why does the media hate America so much? Good question,0,0,1,0,0.0149,0.8838,0.1013,1.516,-0.331,0.001,0.375,1.504,-0.437,-0.122,-0.268,0.663,-0.883,-0.701,-0.759,-1.823,-0.63
Make Europe Great Again. We need to increase the birthrates. Give all women huge tax breaks for having children. Worth a try. Something needs to change or Europe and Asia (and most of Earth) will disappear!,0,0,1,0,0.6305,0.0703,0.2992,1.283,-1.464,0.001,0.165,0.604,-1.768,2.098,4.014,2.271,0.702,3.209,1.92,2.854,0.754
Nice work by the engineering team helping get the pumps turned on!,0,1,0,0,0.962,0.0041,0.0339,2.247,0.341,0.001,0.246,1.463,-0.278,2.261,-0.992,3.224,-0.822,2.301,-1.332,3.542,-1.295
1/ US healthcare is a disaster for low-income families. Half of kids on Medicaid skip checkups. Moms fall through the cracks between pregnancy and parenting. Families get left behind. True,0,0,1,0,0.007,0.9153,0.0777,-1.862,-1.819,0.0,0.382,-5.198,1.567,-7.381,-0.141,-6.033,0.063,-7.445,-0.257,-6.739,-0.704
Live broadcast from The . You can now rewind live broadcasts to catch up.,0,0,0,0,0.0971,0.0049,0.8979,2.268,0.954,0.001,0.17,1.232,-2.445,0.829,-1.237,0.753,-3.617,0.985,-1.975,1.19,-2.748
🚨BREAKING: DOGE and OMB (Office of Management and Budget) found that the Biden admin was about to send $37M to the World Health Organization and $50M to fund condoms for Gaza. Tip of iceberg,0,0,1,0,0.026,0.2936,0.6803,-0.493,-0.335,0.0,0.234,1.928,0.845,5.306,9.013,8.654,4.773,9.181,4.948,12.125,9.95
"When moving forward, picking either path is better than splitting the difference",0,1,0,0,0.4749,0.0303,0.4948,-1.861,1.869,0.001,0.22,-1.944,-1.978,-2.369,-0.047,-1.752,-0.436,-0.992,-0.526,-0.216,-0.177
This is what the Deep State™️ does to reformers We can’t let the Deep State™️ win Confirming is the way to stop this Confirm !,0,0,1,0,0.0087,0.8779,0.1134,-2.093,2.169,0.001,0.271,-2.986,8.614,-3.275,0.888,-3.022,0.423,-4.144,2.156,-2.841,2.574
"Here are some thoughts after over a year of litigating Brigida v Department of Transportion, a DEI Air Traffic Control case against the Biden FAA and DOJ: The FAA pushed its radical DEI agenda for decades. It watered down the air traffic control aptitude test multiple times for the stated purpose of increasing Air Traffic Control(ATC) diversity, until finally a questionable character self-assessment was worth far more than the ability to understand flight paths and intersecting angles. Under both the Obama and Biden Administrations, the FAA was influenced by DEI fanatics to change its air traffic control hiring process. Rather than stick with the science, the agency used an ATC aptitude test – if it can even be called that – that prioritized skin color and sex over actual competence. During the Obama Administration more than 2000 qualified & vetted men and women were lined up to become air traffic controllers. They’d demonstrated their competence and eagerness to protect the American skies and were just waiting on orders from the government. The order that came was to remove them from the ATC queue altogether. The reason: Obama’s FAA decided they weren’t racially diverse enough. The Obama Administration threw out the results of an ATC aptitude test proven to select the best candidates in favor of a 10 minute self-assessment that had zero guardrails against cheating and even less to do with air traffic. Anyone who failed according to the FAA’s secret scoring system was denied the job, no matter how highly they’d scored on the actual ATC aptitude test. In the name of DEI, Obama’s FAA instituted an air traffic control hiring exam that awarded applicants points for being bad at science in high school, being unemployed, and having below average communication skills. The candidates who were actually qualified to be ATCs but were denied the chance to protect American skies because they didn’t pass this sham test sued to correct the injustice, but the Biden admin championed the DEI cause in court with even greater ferocity. Back in 2013 the Obama Administration promised a “historic transformation” of the FAA. To make our skies safer? To become more technologically advanced? To study flight patterns of the busiest airspace? Obama’s promise was to make air traffic control a more diverse and inclusive workforce, and Biden doubled down on it. Talent and experience for these jobs is a long pipeline. Losing so many qualified applicants out of only 14,000 Air Traffic Controllers, and losing potentially countless applicants since, has resulted in chronic staffing shortages and serious overtime. No sane American cares about ATC sex and skin color, because they know it’s an obsession that, as I predicted many times last year and as recently as 2 weeks ago, would result in tragedy. Wow, this is worth reading",0,0,1,0,0.0229,0.5204,0.4566,-2.421,-0.779,0.001,0.374,0.582,15.38,-0.994,-0.829,-1.974,-0.477,-2.116,-0.099,-3.592,-0.738
"Elon Musk: Electricians and plumbers are a lot more important than incremental political science majors. “I have a lot of respect for people who work with their hands. We need electricians, plumbers, and carpenters. That's a lot more important than having incremental political science majors. We should not have this idea that to be successful you need to have a four-year college. That is simply not true.” Harrisburg, Pennsylvania, October 19, 2024 I have great respect for anyone who makes useful products or provides useful services to their fellow human beings",0,0,1,0,0.7598,0.0223,0.2179,-2.468,2.109,0.002,0.721,-1.957,0.016,-2.078,0.033,-1.503,-0.06,-0.916,0.096,-0.732,-0.308
Why is USAID funding this organization with 7 CIA directors on its board to train hundreds of people in censorship training seminars on how best to flag Donald Trump’s tweets for misinformation? (Watch this vid with over 2 million views) Because USAID is/was a radical-left political psy op,0,0,1,0,0.0083,0.8208,0.1708,2.043,-2.722,0.001,0.302,3.262,0.563,2.031,-1.38,2.865,-1.438,3.414,-1.251,2.09,-1.379
"Let me get this straight. Fauci’s NIAID and sent over $40M in U.S. taxpayer “support” to a scientist in Wuhan who was working on “bat coronavirus emergence” research, who also became “patient zero” for COVID-19? And the completion date for that funding was … in 2019??? This document was obtained via FOIA by . Give them a follow. Mind-blowing 🤯",0,0,1,0,0.0365,0.3639,0.5995,-2.677,1.007,0.002,0.089,-2.019,7.881,-0.248,5.309,0.193,-0.841,0.283,-3.761,-0.674,0.006
2014. The year Fauci’s pardon was backdated to. Just a coincidence of course. Now you know why I said two years ago that my pronouns were Prosecute/Fauci,0,0,1,0,0.0571,0.1534,0.7896,1.413,1.14,0.001,0.465,-0.516,-0.354,0.814,-1.004,1.529,-0.926,-1.127,-0.498,-0.82,-0.954
"I bet Elon got to DC, asked where all the money was going, and nobody could answer. So he asks how payments are made and it turns out one department does them all. Obviously he’s like, “great, there, I want to go there.” What’s crazy is no previous admin *even thought to ask* Yeah, exactly! The only way to stop fraud and waste of taxpayer money is to follow the payment flows and pause suspicious transactions for review. Obviously. Naturally, this causes those who have been aiding, abetting and receiving fraudulent payments very upset. Too bad.",0,0,1,0,0.0478,0.6057,0.3465,-0.267,-2.006,0.001,0.213,1.361,2.512,1.003,-0.955,1.779,1.682,3.033,1.914,5.232,5.442
"BREAKING: Rep. Jamie Raskin blasts Elon Musk outside USAID HQ, declaring that Democrats will block DOGE from eliminating government waste and fraud. ""Elon Musk, you didn't create USAID."" ""He doesn't have the power to destroy it, and who will stop him? We are!"" ""We don't have a fourth branch of government called Elon Musk."" Meanwhile, the U.S. is $37 trillion in debt—and Americans elected President Trump, who promised to empower Elon Musk and DOGE to cut wasteful spending. The corrupt politicians “protesting” outside the USAID building are the ones getting money from USAID. That’s why they’re there – they want your stolen tax dollars!",0,0,1,0,0.0155,0.7724,0.2121,2.485,0.593,0.001,0.367,1.103,-0.527,1.459,-0.81,2.235,1.149,2.682,-0.124,2.783,-0.38
r/WhitePeopleTwitter is now calling for the public execution of the DOGE software developers. They have broken the law.,0,0,1,0,0.0065,0.9098,0.0837,2.37,0.99,0.0,0.488,-0.318,0.164,-5.194,1.282,-2.642,-0.006,-4.283,0.046,-2.551,-0.457
"In 1913, only 2% of households paid income tax This is how new taxes start. They claim only to apply to a small percentage of households in order to gain a majority vote, but then rapidly evolve to cover everyone.",0,0,1,0,0.0401,0.3289,0.631,-0.289,1.027,0.001,0.617,0.892,-1.134,1.032,-1.086,1.181,-1.043,0.232,-0.936,-2.806,-0.799
"""DOGE isn't in the constitution!"" Neither are the ATF or the IRS or the Fed We can play this game all day If they want to cancel in exchange for deleting everything in the federal government that isn’t explicit law passed by Congress, I would gladly take that deal! But they would never do it. Not in a million years.",0,0,1,0,0.0232,0.7812,0.1956,1.463,1.872,0.001,0.434,2.817,1.092,4.716,4.617,3.59,-0.272,4.874,0.095,3.215,-0.826
"This is the biggest ticking time bomb on the Internet, and the single biggest existential threat to US free speech and the revenue models of all US social media companies -- and yes, it's USAID's fault too. USAID has been pushing censorship laws in Europe",0,0,1,0,0.0112,0.8797,0.109,1.51,-0.376,0.0,0.244,-0.617,-0.484,-0.213,-0.991,1.266,-1.328,4.921,2.983,3.484,-0.142
"Yes, and I have a bill to do just that! My Audit the IRS Act will audit the auditors and fire the more than 800 IRS agents who owe millions of dollars in back taxes. Awesome 😎",0,0,1,0,0.8727,0.0301,0.0972,-1.991,-0.406,0.0,0.178,-1.769,-2.301,-0.321,-2.088,-3.107,1.168,-3.768,1.737,-2.127,0.036
Someone’s been robbing the bank and stealing our money and you're outraged about who found it on the security footage? Seems strange. Indeed 🧐,0,0,1,0,0.0058,0.886,0.1081,2.379,-1.971,0.001,0.223,1.755,5.767,0.127,3.512,0.478,-0.541,1.392,0.639,1.475,2.417
"Very productive meeting with Salvadoran President . His commitment to accept and incarcerate criminals from any country, including from violent gangs like MS-13 and Tren de Aragua, will make America safer. In an extraordinary gesture never before extended by any country, President Bukele offered to house in his jails dangerous American criminals, including US citizens and legal residents. Awesome 😎",0,0,1,0,0.8968,0.012,0.0911,2.1,-2.633,0.001,0.293,1.935,-1.376,3.713,0.256,4.284,0.505,2.654,-0.12,2.423,-0.82
The Democrat Party has collapsed. Public support for the Democratic Party has collapsed,0,0,1,0,0.011,0.9027,0.0863,1.109,-1.201,0.001,0.416,0.477,-0.78,0.132,-0.913,0.241,-0.071,0.84,-0.983,0.323,-0.516
"🧵🧵DOGE - A Lawyer’s Perspective on the Policy Centerpiece I inherently do not trust the media so I decided to look into DOGE myself and see what is under the hood. Initially I was quite concerned about the legality of a “new agency” created by executive order but that - just like everything else - is a lie put out by the mainstream. The order is here and the thread is below: Accurate. We just renamed US Digital Services, created by Obama, to US DOGE Services, with a mandate to modernize all computer systems in the US government. This is something that is sorely needed!",0,0,1,0,0.0603,0.2938,0.6459,-1.055,-0.355,0.001,0.284,1.251,-0.945,-0.493,-0.836,-0.866,-0.958,0.755,0.965,-1.654,-0.353
"BREAKING.🚨 Impeachment articles have already been filed against President Donald Trump. ""The movement to impeach the president has begun. I rise to announce that I will bring Articles of Impeachment against the president for dastardly deeds proposed and dastardly deeds done."" The Democratic Party couldn't last two weeks to begin undoing the results of the last election. Nobody cares",0,0,1,0,0.0316,0.6235,0.3449,1.753,0.85,0.001,0.282,-0.129,-1.384,-0.361,-1.209,-0.935,-1.81,0.083,-1.742,-1.308,-0.864
"Can I help you? She comes to me on this day of my DOGE’s wedding and makes these demands. But does she call me The DOGEfather? Is she even a friend? Buona sera, buono sera …",0,0,1,0,0.0198,0.6407,0.3395,-1.06,1.277,0.001,0.319,-2.513,0.709,-1.567,0.034,0.439,-0.126,0.572,0.654,0.401,-1.403
"CLIP from House Oversight Cmte hearing ""This is demagoguery. This is out of order"" : ""You're out of order. You know you're out of order. You know the rules."" : ""Mr. Elon Musk is out of order!"" ""Oh my God!"" How is this reality? Lmaooo",0,0,1,0,0.0165,0.8333,0.1502,-0.648,-1.843,0.0,0.308,-2.637,-1.052,-1.477,-1.454,0.844,-0.433,1.623,0.66,-1.11,-0.429
In case you're wondering why people are so angry. Exactly,0,0,1,0,0.0221,0.6463,0.3316,-0.873,-1.061,0.0,0.174,2.472,1.102,2.464,-2.242,2.982,-2.067,2.032,-1.582,1.817,-2.443
"Prince Alwaleed bin Talal is one of the biggest media investors in the world. Here’s why he thinks X now dominates everything. (0:00) Prince Alwaleed bin Talal’s Thoughts on Donald Trump (2:26) Saudi Arabia’s Relationship With Israel and Iran (6:55) Negotiating With Trump (7:56) Wokeism and Transgenderism (11:34) Rupert Murdoch, Corporate Media’s Left-Wing Bias, and Investing in X (16:13) Why Are Bezos and Zuckerberg Suddenly Pro-Trump? (24:31) Western Europe Is Very Sick (29:22) Trump’s Tariffs (30:55) China’s DeepSeek (34:13) Venezuela’s Oil Reserves (42:24) American, Russian, and Chinese Imperialism (50:02) Why Alwaleed Refuses to Invest in Crypto (53:00) The West’s Drug and Alcohol Problem Includes paid partnerships. Interesting",0,0,1,0,0.2193,0.0215,0.7592,-0.7,2.016,0.0,0.453,-0.903,-0.467,-2.446,-0.777,-0.803,-0.986,-0.666,-1.369,8.239,0.844
So apparently USAID financed ultra-progressive Politico in Brussels and basically the entire left-wing media in Hungary under the previous US administration. And they called me “disruptor of the year”… I think the world owes a debt of gratitude to President for uncovering and putting an end to this dark conspiracy. The anti-corruption drive is accelerating,0,0,1,0,0.0982,0.4944,0.4074,2.235,1.962,0.001,0.672,1.596,-0.022,1.11,-0.109,0.049,0.683,-0.972,0.983,-0.863,0.389
"Big News - Talked to the DOGE team. They are going to plug in to help upgrade our aviation system. With the support of President , the team will aim to make rapid safety upgrades to the air traffic control system. Just a few days ago, the FAA’s primary aircraft safety notification system failed for several hours!",0,0,1,0,0.7705,0.012,0.2175,-1.659,-0.76,0.001,0.29,-2.108,-0.169,-2.676,-0.338,-0.5,0.327,-1.143,0.134,-1.786,0.9
"The real story here is how a federal employee from treasury was able to send 1 billion dollars worth of payments, SOME of which went to fraudulent entities. He got caught by DOGE. But the media wants you to be outraged that DOGE caught the fraudulent payments. Just because Congress appropriates money, that does not give the executive branch administrative agencies, the authority to send them out blindly to God only knows who. And that is why our government is broken and the Democrats love the fact that it’s broken and that’s why they’re filing lawsuits to make sure that it remains broken. Exactly",0,0,1,0,0.0098,0.8202,0.17,1.673,1.844,0.001,0.277,1.507,-0.978,0.44,-0.93,-1.292,-0.685,-2.314,-0.197,-4.092,-0.883
"Bannon is a great talker, but not a great doer. What did he get done this week? Nothing.",0,1,0,0,0.022,0.8369,0.141,-2.386,2.045,0.001,0.342,-0.659,-1.164,0.582,-0.301,1.408,-0.309,3.111,0.744,5.301,2.734
Seven years ago today: Maiden launch of Falcon Heavy Seven good years of Falcon Heavy,0,0,1,0,0.9135,0.0021,0.0843,-2.021,-0.521,0.001,0.294,-0.474,-0.85,1.017,1.999,1.534,-0.289,1.991,-0.069,0.684,-0.403
"Joe Biden not only invited the border invasion, but he forced you to pay for it by funneling money to the UN, NGO’s and USAID. And many other government departments",0,0,1,0,0.0085,0.861,0.1305,-0.498,-2.341,0.0,0.42,-4.386,0.977,-1.87,0.747,-0.562,-0.036,1.612,0.126,-1.807,0.499
"Dear Speaker Johnson, Simply pass every executive order President Trump has signed, and you will go down as the greatest Speaker in American history. Great idea!",0,0,1,0,0.971,0.0042,0.0247,1.355,0.8,0.003,0.202,-0.093,-2.737,0.674,-1.688,0.476,-2.18,0.349,-2.288,0.423,-3.007
I love as much as a straight man can love another man,0,0,0,0,0.9367,0.0073,0.056,1.506,-0.336,0.001,0.306,0.752,-1.219,0.591,0.049,-0.072,-0.427,-0.434,-1.648,-1.313,-0.936
"Here’s my view: I obviously disagree with some of Elez’s posts, but I don’t think stupid social media activity should ruin a kid’s life. We shouldn’t reward journalists who try to destroy people. Ever. So I say bring him back. If he’s a bad dude or a terrible member of the team, fire him for that. 🫡 He will be brought back. To err is human, to forgive divine.",0,0,1,0,0.0232,0.6862,0.2906,-1.424,1.41,0.001,0.457,-0.97,-0.689,-1.161,-0.789,-1.606,-0.296,-1.413,0.322,-1.354,0.065
The Dems are going to lose their mind. Balanced budget is going to happen,0,0,1,0,0.053,0.7435,0.2035,1.472,2.058,0.001,0.225,0.586,-1.326,4.901,5.388,4.441,2.326,7.109,4.946,6.707,1.222
"🚨🇺🇸 TRUMP FIGHTS “UNCONSTITUTIONAL” TREASURY BLOCKADE After a judge barred top Treasury officials from accessing the federal payment system, Trump’s team hit back, demanding an immediate reversal. The order came after states sued over DOGE employees having access, claiming security risks - but Trump’s DOJ says this is just an excuse to sideline his administration. The White House warned that blocking Treasury leaders from their own system is a dangerous overreach. Source: Politico Absolutely. The people unequivocally voted for major government reform. Judicial tyranny is grossly improper!",0,0,1,0,0.0226,0.6129,0.3645,-2.111,2.39,0.001,0.331,-1.401,-0.233,-1.009,-0.88,-0.866,-0.233,-0.813,-0.788,-1.519,1.788
"I join Treasury Secretaries Rubin, Geithner, Lew and Yellen in writing this guest essay because we are alarmed about the risks of arbitrary and capricious political control of federal payments, which would be unlawful and corrosive to our democracy. Listen Larry, we need to stop government spending like a drunken sailor on fraud & waste or America is gonna go bankrupt. That does mean a lot of grifters will lose their grift and complain loudly about it. Too bad. Deal with it.",0,0,1,0,0.0238,0.6714,0.3049,2.104,0.897,0.001,0.358,-1.382,0.445,-0.639,1.379,-1.902,-0.476,-1.239,-0.332,-1.537,-0.348
"Ron Paul would make a great next Chairman of the Federal Reserve. No other institution in American life has so eroded the purchasing power of working Americans as the Fed, and as a longtime critic and skeptic, Ron Paul would be a living and breathing forcing function to bring reform and accountability. Great idea!",0,0,1,0,0.689,0.0971,0.2139,0.528,0.935,0.001,0.26,-2.91,0.878,-2.295,0.17,-1.93,-0.93,-1.177,-1.187,-1.805,-1.98
"Yeah, these spam texts drive people crazy, especially in battleground states",0,1,0,0,0.013,0.8679,0.1191,0.5,0.411,0.0,0.331,1.109,-0.793,5.943,0.324,3.354,-0.782,2.958,-1.637,1.886,-0.765
Bill Riley is an incredible engineer and great human being,0,1,0,0,0.9645,0.0095,0.0259,1.523,-0.681,0.001,0.219,-4.031,0.946,-4.754,1.652,-5.723,-0.719,-7.8,1.55,-6.471,-0.466
Starship is the largest and most powerful flying object by far,0,0,0,0,0.9607,0.0055,0.0339,0.754,1.471,0.001,0.204,-1.02,-2.093,-2.625,4.01,-4.776,4.349,-6.139,4.702,-5.514,2.536
"🧵THREAD: I dug up archived USAID-funded Internews Annual Reports. Here’s how this nonprofit played a crucial role in regime change across Eastern Europe in service of NATO expansion—then turned its tactics inward, calling for censorship in the West. A deep dive👇 It was a tool of the radical left",0,0,1,0,0.031,0.1671,0.8019,1.247,-0.409,0.001,0.785,4.741,-0.389,7.008,-0.646,8.765,-0.558,10.352,-0.457,12.512,-0.386
"These judges are waging an unprecedented assault on legitimate presidential authority, all the way down to dictating what webpages the government has. This is absurd. Truly absurd. Judges as website editors!? We should at least ATTEMPT to fire this junky jurist. The notion of having a judge job for life, no matter how bad the judgments, is ridiculous! Enough is enough.",0,0,1,0,0.0077,0.9029,0.0894,-1.466,1.438,0.001,0.147,-2.105,0.267,-5.013,6.631,-7.042,1.606,-5.922,2.436,-6.782,-2.265
"🚨JOE ROGAN: ""People are worried that Elon is going to steal everyone's money. He has $400B. Elon's not going to steal your money. That's not what he's doing. He's a super genius that has been f**ked with. When you've been f**ked with by these nitwits that hide behind 3-letter agencies, and you're dealing with one of the smartest people alive helping Donald Trump get into office and find out what corruption is really going on, you f**ked up. You f**ked up and picked the wrong psychopath on the spectrum. He's going to hunt you down and find out what's going on, and that's good for everybody. That's how you should be looking at this, like 'Wow, we have a brilliant mind examining these really corrupt and goofy systems and bringing in a bunch of psychopath wizards."" 🔥🔥🔥 The party is just getting started 😎",0,0,1,0,0.0676,0.5826,0.3499,1.533,-2.628,0.001,0.41,0.358,-1.471,-1.404,-0.465,-1.942,0.377,-0.368,-0.417,0.804,-0.478
